codigo,latitude,id_migracao_trajeto,linha,longitude,sentido,velocidade,trajeto,datahora
87577,-22.920583333333333,106.0,5800A1,-43.60793666666667,ida,0.0,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),1.511264515E12
47518,-22.95184,191.0,702A1,-43.34989666666667,ida,0.0,702A1 - PRAÇA SECA X MADUREIRA,1.5014009E12
47482,-23.011698333333335,0.0,0.0,-43.31022333333333,,42.9664,,1.509701157E12
833214,-22.975303333333333,0.0,0.0,-43.367126666666664,,0.0,,1.503332311E12
86810,-23.000918333333335,128.0,5804A1,-43.36749,ida,0.0,15 - PACIÊNCIA X SALVADOR ALLENDE ( EXPRESSO ),1.510336702E12
75637,-22.887221666666665,4056.0,355A1,-43.231718333333326,ida,62.7828,355A1 - MADUREIRA - PRAÇA TIRADENTES,1.511265459E12
82536,-22.930509999999995,0.0,0.0,-43.37913333333333,,6.482,,1.511265459E12
39509,-22.965030000000002,0.0,0.0,-43.39179833333334,,0.0,,1.500741702E12
86309,-22.968376666666668,226.0,855A1,-43.622583333333324,ida,15.927200000000001,855A1 - BANGU X MAGARÇA,1.51126548E12
44736,-22.999878333333335,3816.0,40,-43.360148333333335,volta,0.0,40 - JARDIM OCEÂNICO X MADUREIRA ( EXPRESSO ),1.510693387E12
22064,-23.002695000000003,236.0,890A1,-43.36575999999999,ida,39.6328,890A1 - TANQUE X TERMINAL ALVORADA,1.511265462E12
39828,-23.000743333333332,3495.0,076,-43.36636,unico,0.0,TERMINAL JARDIM OCEÂNICO X CENTRAL ( NOTURNO ),1.497879589E12
MK012 -LMB2681,-23.013217,0.0,0.0,-43.458541,,0.0,,1.511264364E12
30502,-23.000965,3627.0,18,-43.36519833333333,volta,0.0,18 - JARDIM OCEÂNICO X RECREIO SHOPPING ( EXPRESSO ),1.511264201E12
12734,-23.008871666666668,3551.0,5850A1,-43.44032333333333,ida,0.0,51 - T. Recreio x Vila Militar (Parador),1.511265297E12
86861,-23.000903333333333,0.0,0.0,-43.366458333333334,,1.0,,1.511265485E12
50035,-22.95943666666667,0.0,0.0,-43.38782500000001,,0.0,,1.51126538E12
47884,-22.928760000000004,117.0,610A1,-43.36413833333333,volta,27.5948,610A1 - DEL CASTILHO X BRT TANQUE,1.511265476E12
22024,-23.003946666666668,4808.0,25,-43.32223,volta,22.0,25 - J.OCEÂNICO X MATO ALTO,1.511265488E12
22058,-22.97024666666667,3901.0,827A1,-43.494065,volta,0.0,827A1 - VARGEM GRANDE X RECREIO,1.511265482E12
87562,-23.00073,107.0,5800A1,-43.36586833333333,volta,0.0,10 - ALVORADA X SANTA CRUZ ( EXPRESSO ),1.511264351E12
L 200 KXB-8909,-23.000127,0.0,0.0,-43.34473,,3.0,,1.51126547E12
39583,-22.97523166666667,0.0,0.0,-43.36748333333335,,0.5556,,1.494010977E12
86874,-23.002178333333333,121.0,5801A1,-43.366929999999996,volta,0.0,12 - ALVORADA X PINGO D'AGUA ( EXPRESSO ),1.51126413E12
27177,-22.839341666666666,0.0,0.0,-43.239855,,0.0,,1.511265476E12
816820,-22.975295,0.0,0.0,-43.367075,,0.0,,1.503332116E12
12732,-22.841865,3551.0,5850A1,-43.275513333333336,ida,4.0,51 - T. Recreio x Vila Militar (Parador),1.51126548E12
86850,-22.925161666666668,133.0,5805A1,-43.649555,volta,10.0,17- SANTA CRUZ X CAMPO GRANDE ( PARADOR ),1.511265475E12
75629,-22.85883666666667,4054.0,928A1,-43.36936166666668,ida,15.3716,928A1 - RAMOS X MARECHAL HERMES (CIRCULAR),1.511265477E12
86805,-23.016821666666665,121.0,5801A1,-43.47673,volta,49.0,12 - ALVORADA X PINGO D'AGUA ( EXPRESSO ),1.511265486E12
30187,-22.919494999999998,0.0,0.0,-43.360420000000005,,11.6676,,1.511265481E12
