codigo,latitude,id_migracao_trajeto,linha,longitude,sentido,velocidade,trajeto,datahora
87577,-22.999981666666667,0.0,0.0,-43.581355,,0.0,,1.511252237E12
47518,-22.95184,191.0,702A1,-43.34989666666667,ida,0.0,702A1 - PRAÇA SECA X MADUREIRA,1.5014009E12
47482,-23.011698333333335,0.0,0.0,-43.31022333333333,,42.9664,,1.509701157E12
833214,-22.975303333333333,0.0,0.0,-43.367126666666664,,0.0,,1.503332311E12
86810,-23.000918333333335,128.0,5804A1,-43.36749,ida,0.0,15 - PACIÊNCIA X SALVADOR ALLENDE ( EXPRESSO ),1.510336702E12
75637,-22.830910000000003,4056.0,355A1,-43.32332833333333,ida,0.0,355A1 - MADUREIRA - PRAÇA TIRADENTES,1.511252323E12
82536,-22.92921666666667,0.0,0.0,-43.37376166666666,,0.0,,1.511253085E12
39509,-22.965030000000002,0.0,0.0,-43.39179833333334,,0.0,,1.500741702E12
86309,-22.875805,226.0,855A1,-43.470855,ida,62.7828,855A1 - BANGU X MAGARÇA,1.511253094E12
44736,-22.999878333333335,3816.0,40,-43.360148333333335,volta,0.0,40 - JARDIM OCEÂNICO X MADUREIRA ( EXPRESSO ),1.510693387E12
22064,-22.915813333333336,236.0,890A1,-43.361115000000005,ida,0.3704,890A1 - TANQUE X TERMINAL ALVORADA,1.511253004E12
39828,-23.000743333333332,3495.0,076,-43.36636,unico,0.0,TERMINAL JARDIM OCEÂNICO X CENTRAL ( NOTURNO ),1.497879589E12
MK012 -LMB2681,-22.994956,0.0,0.0,-43.393976,,0.0,,1.51125232E12
30502,-23.020616666666665,0.0,0.0,-43.49200166666667,,54.0,,1.511253103E12
12734,-22.868031666666667,3310.0,50,-43.41248,ida,25.0,50 - Terminal Olimpico x Jardim Oceânico ( Parador ),1.5112531E12
86861,-23.014385,113.0,5802A1,-43.46729833333333,volta,0.0,13- ALVORADA X  MATO ALTO ( EXPRESSO ),1.511253089E12
50035,-22.915886666666665,0.0,0.0,-43.417703333333336,,22.9648,,1.511253069E12
47884,-22.91741833333333,116.0,610A1,-43.36357333333332,ida,0.0,610A1 - BRT TANQUE X DEL CASTILHO,1.511253089E12
22024,-23.010825,4807.0,25,-43.536498333333334,ida,53.0,25 - MATO ALTO X J.OCEÂNICO,1.51125309E12
22058,-22.967993333333332,3901.0,827A1,-43.49411666666666,volta,2.5928,827A1 - VARGEM GRANDE X RECREIO,1.511252449E12
87562,-22.999403333333333,107.0,5800A1,-43.58282833333333,volta,49.0,10 - ALVORADA X SANTA CRUZ ( EXPRESSO ),1.511253087E12
L 200 KXB-8909,-22.994714,0.0,0.0,-43.39372,,0.0,,1.511252741E12
39583,-22.97523166666667,0.0,0.0,-43.36748333333335,,0.5556,,1.494010977E12
86874,-22.98167,120.0,5801A1,-43.609883333333336,ida,60.0,12 - PINGO D'AGUA X ALVORADA ( EXPRESSO ),1.511253096E12
27177,-22.839341666666666,0.0,0.0,-43.239855,,0.0,,1.511253095E12
